"﻿""Donorregistratie""","""Perioden""","""Regio's""","""Donorregister, vastgelegde keuze (x 1 000)""" 
"""Geregistreerd in donorregister""","""2019""","""Zwolle""","50,3"
"""Geregistreerd in donorregister""","""2020""","""Zwolle""","54,7"
"""Geregistreerd in donorregister""","""2021*""","""Zwolle""","102,3"
"""Niet geregistreerd in donorregister""","""2019""","""Aa en Hunze""","12,3"
"""Niet geregistreerd in donorregister""","""2020""","""Aa en Hunze""","11,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Aa en Hunze""","6,4"
"""Niet geregistreerd in donorregister""","""2019""","""Aalsmeer""","16,1"
"""Niet geregistreerd in donorregister""","""2020""","""Aalsmeer""","15,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Aalsmeer""","2,8"
"""Niet geregistreerd in donorregister""","""2019""","""Aalten""","12,9"
"""Niet geregistreerd in donorregister""","""2020""","""Aalten""","12,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Aalten""","2,2"
"""Niet geregistreerd in donorregister""","""2019""","""Achtkarspelen""","15,4"
"""Niet geregistreerd in donorregister""","""2020""","""Achtkarspelen""","14,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Achtkarspelen""","2,6"
"""Niet geregistreerd in donorregister""","""2019""","""Alblasserdam""","10,3"
"""Niet geregistreerd in donorregister""","""2020""","""Alblasserdam""","9,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Alblasserdam""","1,6"
"""Niet geregistreerd in donorregister""","""2019""","""Albrandswaard""",13
"""Niet geregistreerd in donorregister""","""2020""","""Albrandswaard""","12,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Albrandswaard""","2,1"
"""Niet geregistreerd in donorregister""","""2019""","""Alkmaar""",52
"""Niet geregistreerd in donorregister""","""2020""","""Alkmaar""","49,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Alkmaar""","7,4"
"""Niet geregistreerd in donorregister""","""2019""","""Almelo""","38,3"
"""Niet geregistreerd in donorregister""","""2020""","""Almelo""","36,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Almelo""","5,7"
"""Niet geregistreerd in donorregister""","""2019""","""Almere""","108,6"
"""Niet geregistreerd in donorregister""","""2020""","""Almere""","103,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Almere""","16,9"
"""Niet geregistreerd in donorregister""","""2019""","""Alphen aan den Rijn""","53,9"
"""Niet geregistreerd in donorregister""","""2020""","""Alphen aan den Rijn""",51
"""Niet geregistreerd in donorregister""","""2021*""","""Alphen aan den Rijn""","8,4"
"""Niet geregistreerd in donorregister""","""2019""","""Alphen-Chaam""","4,7"
"""Niet geregistreerd in donorregister""","""2020""","""Alphen-Chaam""","4,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Alphen-Chaam""","0,7"
"""Niet geregistreerd in donorregister""","""2019""","""Altena""","27,9"
"""Niet geregistreerd in donorregister""","""2020""","""Altena""","26,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Altena""","4,5"
"""Niet geregistreerd in donorregister""","""2019""","""Ameland""",2
"""Niet geregistreerd in donorregister""","""2020""","""Ameland""","1,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Ameland""","0,3"
"""Niet geregistreerd in donorregister""","""2019""","""Amersfoort""","72,9"
"""Niet geregistreerd in donorregister""","""2020""","""Amersfoort""","68,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Amersfoort""","12,6"
"""Niet geregistreerd in donorregister""","""2019""","""Amstelveen""","48,5"
"""Niet geregistreerd in donorregister""","""2020""","""Amstelveen""","47,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Amstelveen""","7,3"
"""Niet geregistreerd in donorregister""","""2019""","""Amsterdam""","484,7"
"""Niet geregistreerd in donorregister""","""2020""","""Amsterdam""","475,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Amsterdam""","54,8"
"""Niet geregistreerd in donorregister""","""2019""","""Apeldoorn""","82,7"
"""Niet geregistreerd in donorregister""","""2020""","""Apeldoorn""",78
"""Niet geregistreerd in donorregister""","""2021*""","""Apeldoorn""",12
"""Niet geregistreerd in donorregister""","""2019""","""Arnhem""","80,2"
"""Niet geregistreerd in donorregister""","""2020""","""Arnhem""","76,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Arnhem""","11,5"
"""Niet geregistreerd in donorregister""","""2019""","""Assen""","33,8"
"""Niet geregistreerd in donorregister""","""2020""","""Assen""","31,8"
"""Niet geregistreerd in donorregister""","""2021*""","""Assen""","5,7"
"""Niet geregistreerd in donorregister""","""2019""","""Asten""","7,8"
"""Niet geregistreerd in donorregister""","""2020""","""Asten""","7,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Asten""","1,3"
"""Niet geregistreerd in donorregister""","""2019""","""Baarle-Nassau""","3,4"
"""Niet geregistreerd in donorregister""","""2020""","""Baarle-Nassau""","3,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Baarle-Nassau""","0,5"
"""Niet geregistreerd in donorregister""","""2019""","""Baarn""",12
"""Niet geregistreerd in donorregister""","""2020""","""Baarn""","11,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Baarn""","1,8"
"""Niet geregistreerd in donorregister""","""2019""","""Barendrecht""","24,9"
"""Niet geregistreerd in donorregister""","""2020""","""Barendrecht""","23,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Barendrecht""","4,3"
"""Niet geregistreerd in donorregister""","""2019""","""Barneveld""","30,4"
"""Niet geregistreerd in donorregister""","""2020""","""Barneveld""","29,1"
"""Niet geregistreerd in donorregister""","""2021*""","""Barneveld""","5,1"
"""Niet geregistreerd in donorregister""","""2019""","""Beek (L.)""","7,7"
"""Niet geregistreerd in donorregister""","""2020""","""Beek (L.)""",7
"""Niet geregistreerd in donorregister""","""2021*""","""Beek (L.)""",1
"""Niet geregistreerd in donorregister""","""2019""","""Beekdaelen""","17,2"
"""Niet geregistreerd in donorregister""","""2020""","""Beekdaelen""","16,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Beekdaelen""","2,3"
"""Niet geregistreerd in donorregister""","""2019""","""Beemster""","4,7"
"""Niet geregistreerd in donorregister""","""2020""","""Beemster""","4,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Beemster""","0,7"
"""Niet geregistreerd in donorregister""","""2019""","""Beesel""","6,6"
"""Niet geregistreerd in donorregister""","""2020""","""Beesel""","6,1"
"""Niet geregistreerd in donorregister""","""2021*""","""Beesel""",1
"""Niet geregistreerd in donorregister""","""2019""","""Berg en Dal""",17
"""Niet geregistreerd in donorregister""","""2020""","""Berg en Dal""","15,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Berg en Dal""","2,4"
"""Niet geregistreerd in donorregister""","""2019""","""Bergeijk""","8,8"
"""Niet geregistreerd in donorregister""","""2020""","""Bergeijk""","8,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Bergeijk""","1,4"
"""Niet geregistreerd in donorregister""","""2019""","""Bergen (L.)""","6,5"
"""Niet geregistreerd in donorregister""","""2020""","""Bergen (L.)""",6
"""Niet geregistreerd in donorregister""","""2021*""","""Bergen (L.)""","0,9"
"""Niet geregistreerd in donorregister""","""2019""","""Bergen (NH.)""","15,2"
"""Niet geregistreerd in donorregister""","""2020""","""Bergen (NH.)""","14,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Bergen (NH.)""","2,1"
"""Niet geregistreerd in donorregister""","""2019""","""Bergen op Zoom""","32,6"
"""Niet geregistreerd in donorregister""","""2020""","""Bergen op Zoom""","30,8"
"""Niet geregistreerd in donorregister""","""2021*""","""Bergen op Zoom""","4,8"
"""Niet geregistreerd in donorregister""","""2019""","""Berkelland""","21,2"
"""Niet geregistreerd in donorregister""","""2020""","""Berkelland""",20
"""Niet geregistreerd in donorregister""","""2021*""","""Berkelland""","3,3"
"""Niet geregistreerd in donorregister""","""2019""","""Bernheze""","14,9"
"""Niet geregistreerd in donorregister""","""2020""","""Bernheze""","14,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Bernheze""","2,5"
"""Niet geregistreerd in donorregister""","""2019""","""Best""","13,9"
"""Niet geregistreerd in donorregister""","""2020""","""Best""",13
"""Niet geregistreerd in donorregister""","""2021*""","""Best""","2,3"
"""Niet geregistreerd in donorregister""","""2019""","""Beuningen""","12,2"
"""Niet geregistreerd in donorregister""","""2020""","""Beuningen""","11,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Beuningen""","1,8"
"""Niet geregistreerd in donorregister""","""2019""","""Beverwijk""","21,7"
"""Niet geregistreerd in donorregister""","""2020""","""Beverwijk""","20,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Beverwijk""",3
"""Niet geregistreerd in donorregister""","""2019""","""De Bilt""","19,9"
"""Niet geregistreerd in donorregister""","""2020""","""De Bilt""","18,9"
"""Niet geregistreerd in donorregister""","""2021*""","""De Bilt""","3,5"
"""Niet geregistreerd in donorregister""","""2019""","""Bladel""","9,2"
"""Niet geregistreerd in donorregister""","""2020""","""Bladel""","8,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Bladel""","1,5"
"""Niet geregistreerd in donorregister""","""2019""","""Blaricum""","5,4"
"""Niet geregistreerd in donorregister""","""2020""","""Blaricum""","5,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Blaricum""","0,9"
"""Niet geregistreerd in donorregister""","""2019""","""Bloemendaal""","11,5"
"""Niet geregistreerd in donorregister""","""2020""","""Bloemendaal""","10,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Bloemendaal""","2,2"
"""Niet geregistreerd in donorregister""","""2019""","""Bodegraven-Reeuwijk""","17,2"
"""Niet geregistreerd in donorregister""","""2020""","""Bodegraven-Reeuwijk""","16,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Bodegraven-Reeuwijk""","2,7"
"""Niet geregistreerd in donorregister""","""2019""","""Boekel""","5,2"
"""Niet geregistreerd in donorregister""","""2020""","""Boekel""","5,1"
"""Niet geregistreerd in donorregister""","""2021*""","""Boekel""","0,9"
"""Niet geregistreerd in donorregister""","""2019""","""Borger-Odoorn""","12,8"
"""Niet geregistreerd in donorregister""","""2020""","""Borger-Odoorn""",12
"""Niet geregistreerd in donorregister""","""2021*""","""Borger-Odoorn""","4,7"
"""Niet geregistreerd in donorregister""","""2019""","""Borne""","10,8"
"""Niet geregistreerd in donorregister""","""2020""","""Borne""","10,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Borne""","1,8"
"""Niet geregistreerd in donorregister""","""2019""","""Borsele""","11,2"
"""Niet geregistreerd in donorregister""","""2020""","""Borsele""","10,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Borsele""","1,8"
"""Niet geregistreerd in donorregister""","""2019""","""Boxmeer""","13,7"
"""Niet geregistreerd in donorregister""","""2020""","""Boxmeer""","13,1"
"""Niet geregistreerd in donorregister""","""2021*""","""Boxmeer""","2,2"
"""Niet geregistreerd in donorregister""","""2019""","""Boxtel""","15,5"
"""Niet geregistreerd in donorregister""","""2020""","""Boxtel""","14,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Boxtel""","2,8"
"""Niet geregistreerd in donorregister""","""2019""","""Breda""",88
"""Niet geregistreerd in donorregister""","""2020""","""Breda""","82,8"
"""Niet geregistreerd in donorregister""","""2021*""","""Breda""","13,3"
"""Niet geregistreerd in donorregister""","""2019""","""Brielle""","8,5"
"""Niet geregistreerd in donorregister""","""2020""","""Brielle""",8
"""Niet geregistreerd in donorregister""","""2021*""","""Brielle""","1,2"
"""Niet geregistreerd in donorregister""","""2019""","""Bronckhorst""","18,1"
"""Niet geregistreerd in donorregister""","""2020""","""Bronckhorst""","17,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Bronckhorst""","2,7"
"""Niet geregistreerd in donorregister""","""2019""","""Brummen""","10,6"
"""Niet geregistreerd in donorregister""","""2020""","""Brummen""","9,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Brummen""","1,4"
"""Niet geregistreerd in donorregister""","""2019""","""Brunssum""","13,8"
"""Niet geregistreerd in donorregister""","""2020""","""Brunssum""","12,8"
"""Niet geregistreerd in donorregister""","""2021*""","""Brunssum""","1,8"
"""Niet geregistreerd in donorregister""","""2019""","""Bunnik""","6,8"
"""Niet geregistreerd in donorregister""","""2020""","""Bunnik""","6,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Bunnik""","1,2"
"""Niet geregistreerd in donorregister""","""2019""","""Bunschoten""","11,2"
"""Niet geregistreerd in donorregister""","""2020""","""Bunschoten""","10,8"
"""Niet geregistreerd in donorregister""","""2021*""","""Bunschoten""","1,8"
"""Niet geregistreerd in donorregister""","""2019""","""Buren""","13,6"
"""Niet geregistreerd in donorregister""","""2020""","""Buren""","12,8"
"""Niet geregistreerd in donorregister""","""2021*""","""Buren""",2
"""Niet geregistreerd in donorregister""","""2019""","""Capelle aan den IJssel""",36
"""Niet geregistreerd in donorregister""","""2020""","""Capelle aan den IJssel""","33,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Capelle aan den IJssel""","4,7"
"""Niet geregistreerd in donorregister""","""2019""","""Castricum""","16,7"
"""Niet geregistreerd in donorregister""","""2020""","""Castricum""","15,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Castricum""","2,6"
"""Niet geregistreerd in donorregister""","""2019""","""Coevorden""","18,2"
"""Niet geregistreerd in donorregister""","""2020""","""Coevorden""",17
"""Niet geregistreerd in donorregister""","""2021*""","""Coevorden""","2,6"
"""Niet geregistreerd in donorregister""","""2019""","""Cranendonck""","9,7"
"""Niet geregistreerd in donorregister""","""2020""","""Cranendonck""","9,8"
"""Niet geregistreerd in donorregister""","""2021*""","""Cranendonck""","1,5"
"""Niet geregistreerd in donorregister""","""2019""","""Cuijk""",12
"""Niet geregistreerd in donorregister""","""2020""","""Cuijk""","11,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Cuijk""","1,7"
"""Niet geregistreerd in donorregister""","""2019""","""Culemborg""",14
"""Niet geregistreerd in donorregister""","""2020""","""Culemborg""","13,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Culemborg""","2,3"
"""Niet geregistreerd in donorregister""","""2019""","""Dalfsen""","14,7"
"""Niet geregistreerd in donorregister""","""2020""","""Dalfsen""",14
"""Niet geregistreerd in donorregister""","""2021*""","""Dalfsen""","2,4"
"""Niet geregistreerd in donorregister""","""2019""","""Dantumadiel""","10,5"
"""Niet geregistreerd in donorregister""","""2020""","""Dantumadiel""","9,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Dantumadiel""","1,4"
"""Niet geregistreerd in donorregister""","""2019""","""Delft""","55,2"
"""Niet geregistreerd in donorregister""","""2020""","""Delft""","52,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Delft""","6,1"
"""Niet geregistreerd in donorregister""","""2019""","""Deurne""","15,3"
"""Niet geregistreerd in donorregister""","""2020""","""Deurne""","14,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Deurne""","2,3"
"""Niet geregistreerd in donorregister""","""2019""","""Deventer""","48,7"
"""Niet geregistreerd in donorregister""","""2020""","""Deventer""","46,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Deventer""","7,7"
