"﻿""Donorregistratie""","""Perioden""","""Regio's""","""Donorregister, vastgelegde keuze (x 1 000)""" 
"""Niet geregistreerd in donorregister""","""2020""","""Kaag en Braassem""","12,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Kaag en Braassem""","1,9"
"""Niet geregistreerd in donorregister""","""2019""","""Kampen""","27,9"
"""Niet geregistreerd in donorregister""","""2020""","""Kampen""","26,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Kampen""","4,5"
"""Niet geregistreerd in donorregister""","""2019""","""Kapelle""","6,2"
"""Niet geregistreerd in donorregister""","""2020""","""Kapelle""","5,8"
"""Niet geregistreerd in donorregister""","""2021*""","""Kapelle""","1,1"
"""Niet geregistreerd in donorregister""","""2019""","""Katwijk""","34,9"
"""Niet geregistreerd in donorregister""","""2020""","""Katwijk""","33,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Katwijk""","5,3"
"""Niet geregistreerd in donorregister""","""2019""","""Kerkrade""","24,1"
"""Niet geregistreerd in donorregister""","""2020""","""Kerkrade""","22,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Kerkrade""","2,8"
"""Niet geregistreerd in donorregister""","""2019""","""Koggenland""","10,7"
"""Niet geregistreerd in donorregister""","""2020""","""Koggenland""","10,1"
"""Niet geregistreerd in donorregister""","""2021*""","""Koggenland""","1,8"
"""Niet geregistreerd in donorregister""","""2019""","""Krimpen aan den IJssel""","15,5"
"""Niet geregistreerd in donorregister""","""2020""","""Krimpen aan den IJssel""","14,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Krimpen aan den IJssel""","2,4"
"""Niet geregistreerd in donorregister""","""2019""","""Krimpenerwaard""","28,3"
"""Niet geregistreerd in donorregister""","""2020""","""Krimpenerwaard""","26,8"
"""Niet geregistreerd in donorregister""","""2021*""","""Krimpenerwaard""","4,3"
"""Niet geregistreerd in donorregister""","""2019""","""Laarbeek""","10,3"
"""Niet geregistreerd in donorregister""","""2020""","""Laarbeek""","9,8"
"""Niet geregistreerd in donorregister""","""2021*""","""Laarbeek""","1,7"
"""Niet geregistreerd in donorregister""","""2019""","""Landerd""","7,3"
"""Niet geregistreerd in donorregister""","""2020""","""Landerd""",7
"""Niet geregistreerd in donorregister""","""2021*""","""Landerd""","1,2"
"""Niet geregistreerd in donorregister""","""2019""","""Landgraaf""",19
"""Niet geregistreerd in donorregister""","""2020""","""Landgraaf""","17,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Landgraaf""","2,4"
"""Niet geregistreerd in donorregister""","""2019""","""Landsmeer""","5,7"
"""Niet geregistreerd in donorregister""","""2020""","""Landsmeer""","5,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Landsmeer""","0,8"
"""Niet geregistreerd in donorregister""","""2019""","""Langedijk""","12,9"
"""Niet geregistreerd in donorregister""","""2020""","""Langedijk""","12,1"
"""Niet geregistreerd in donorregister""","""2021*""","""Langedijk""","2,2"
"""Niet geregistreerd in donorregister""","""2019""","""Lansingerland""","28,9"
"""Niet geregistreerd in donorregister""","""2020""","""Lansingerland""","27,8"
"""Niet geregistreerd in donorregister""","""2021*""","""Lansingerland""","5,6"
"""Niet geregistreerd in donorregister""","""2019""","""Laren (NH.)""","5,9"
"""Niet geregistreerd in donorregister""","""2020""","""Laren (NH.)""","5,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Laren (NH.)""",1
"""Niet geregistreerd in donorregister""","""2019""","""Leeuwarden""","62,7"
"""Niet geregistreerd in donorregister""","""2020""","""Leeuwarden""","59,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Leeuwarden""","8,8"
"""Niet geregistreerd in donorregister""","""2019""","""Leiden""","63,3"
"""Niet geregistreerd in donorregister""","""2020""","""Leiden""","60,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Leiden""","7,5"
"""Niet geregistreerd in donorregister""","""2019""","""Leiderdorp""","12,7"
"""Niet geregistreerd in donorregister""","""2020""","""Leiderdorp""","11,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Leiderdorp""",2
"""Niet geregistreerd in donorregister""","""2019""","""Leidschendam-Voorburg""","37,4"
"""Niet geregistreerd in donorregister""","""2020""","""Leidschendam-Voorburg""","35,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Leidschendam-Voorburg""","5,5"
"""Niet geregistreerd in donorregister""","""2019""","""Lelystad""","39,5"
"""Niet geregistreerd in donorregister""","""2020""","""Lelystad""","37,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Lelystad""","6,5"
"""Niet geregistreerd in donorregister""","""2019""","""Leudal""","17,8"
"""Niet geregistreerd in donorregister""","""2020""","""Leudal""","16,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Leudal""","2,5"
"""Niet geregistreerd in donorregister""","""2019""","""Leusden""",14
"""Niet geregistreerd in donorregister""","""2020""","""Leusden""","13,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Leusden""","2,4"
"""Niet geregistreerd in donorregister""","""2019""","""Lingewaard""","21,8"
"""Niet geregistreerd in donorregister""","""2020""","""Lingewaard""","20,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Lingewaard""","3,7"
"""Niet geregistreerd in donorregister""","""2019""","""Lisse""",11
"""Niet geregistreerd in donorregister""","""2020""","""Lisse""","10,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Lisse""","1,7"
"""Niet geregistreerd in donorregister""","""2019""","""Lochem""","16,1"
"""Niet geregistreerd in donorregister""","""2020""","""Lochem""","15,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Lochem""","2,7"
"""Niet geregistreerd in donorregister""","""2019""","""Loon op Zand""","11,2"
"""Niet geregistreerd in donorregister""","""2020""","""Loon op Zand""","10,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Loon op Zand""","1,6"
"""Niet geregistreerd in donorregister""","""2019""","""Lopik""","7,8"
"""Niet geregistreerd in donorregister""","""2020""","""Lopik""","7,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Lopik""","1,2"
"""Niet geregistreerd in donorregister""","""2019""","""Losser""","11,5"
"""Niet geregistreerd in donorregister""","""2020""","""Losser""","10,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Losser""","1,8"
"""Niet geregistreerd in donorregister""","""2019""","""Maasdriel""","12,5"
"""Niet geregistreerd in donorregister""","""2020""","""Maasdriel""","12,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Maasdriel""",2
"""Niet geregistreerd in donorregister""","""2019""","""Maasgouw""","11,8"
"""Niet geregistreerd in donorregister""","""2020""","""Maasgouw""","11,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Maasgouw""","1,4"
"""Niet geregistreerd in donorregister""","""2019""","""Maassluis""","16,6"
"""Niet geregistreerd in donorregister""","""2020""","""Maassluis""","15,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Maassluis""","2,3"
"""Niet geregistreerd in donorregister""","""2019""","""Maastricht""","66,3"
"""Niet geregistreerd in donorregister""","""2020""","""Maastricht""","63,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Maastricht""","7,7"
"""Niet geregistreerd in donorregister""","""2019""","""Medemblik""","21,9"
"""Niet geregistreerd in donorregister""","""2020""","""Medemblik""","20,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Medemblik""","3,6"
"""Niet geregistreerd in donorregister""","""2019""","""Meerssen""","9,2"
"""Niet geregistreerd in donorregister""","""2020""","""Meerssen""","8,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Meerssen""","1,4"
"""Niet geregistreerd in donorregister""","""2019""","""Meierijstad""","38,1"
"""Niet geregistreerd in donorregister""","""2020""","""Meierijstad""","36,1"
"""Niet geregistreerd in donorregister""","""2021*""","""Meierijstad""","5,8"
"""Niet geregistreerd in donorregister""","""2019""","""Meppel""","16,6"
"""Niet geregistreerd in donorregister""","""2020""","""Meppel""","15,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Meppel""","2,8"
"""Niet geregistreerd in donorregister""","""2019""","""Middelburg (Z.)""","24,4"
"""Niet geregistreerd in donorregister""","""2020""","""Middelburg (Z.)""",23
"""Niet geregistreerd in donorregister""","""2021*""","""Middelburg (Z.)""","3,7"
"""Niet geregistreerd in donorregister""","""2019""","""Midden-Delfland""","9,1"
"""Niet geregistreerd in donorregister""","""2020""","""Midden-Delfland""","8,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Midden-Delfland""","1,5"
"""Niet geregistreerd in donorregister""","""2019""","""Midden-Drenthe""","17,2"
"""Niet geregistreerd in donorregister""","""2020""","""Midden-Drenthe""","16,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Midden-Drenthe""","8,7"
"""Niet geregistreerd in donorregister""","""2019""","""Midden-Groningen""","32,5"
"""Niet geregistreerd in donorregister""","""2020""","""Midden-Groningen""","30,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Midden-Groningen""","17,3"
"""Niet geregistreerd in donorregister""","""2019""","""Mill en Sint Hubert""","5,1"
"""Niet geregistreerd in donorregister""","""2020""","""Mill en Sint Hubert""","4,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Mill en Sint Hubert""","0,8"
"""Niet geregistreerd in donorregister""","""2019""","""Moerdijk""","17,7"
"""Niet geregistreerd in donorregister""","""2020""","""Moerdijk""","16,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Moerdijk""","2,7"
"""Niet geregistreerd in donorregister""","""2019""","""Molenlanden""","23,4"
"""Niet geregistreerd in donorregister""","""2020""","""Molenlanden""","22,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Molenlanden""","3,8"
"""Niet geregistreerd in donorregister""","""2019""","""Montferland""","18,4"
"""Niet geregistreerd in donorregister""","""2020""","""Montferland""","17,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Montferland""","2,5"
"""Niet geregistreerd in donorregister""","""2019""","""Montfoort""","6,8"
"""Niet geregistreerd in donorregister""","""2020""","""Montfoort""","6,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Montfoort""","1,2"
"""Niet geregistreerd in donorregister""","""2019""","""Mook en Middelaar""","3,7"
"""Niet geregistreerd in donorregister""","""2020""","""Mook en Middelaar""","3,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Mook en Middelaar""","0,6"
"""Niet geregistreerd in donorregister""","""2019""","""Neder-Betuwe""","12,7"
"""Niet geregistreerd in donorregister""","""2020""","""Neder-Betuwe""","12,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Neder-Betuwe""","2,1"
"""Niet geregistreerd in donorregister""","""2019""","""Nederweert""","8,3"
"""Niet geregistreerd in donorregister""","""2020""","""Nederweert""","7,8"
"""Niet geregistreerd in donorregister""","""2021*""","""Nederweert""","1,1"
"""Niet geregistreerd in donorregister""","""2019""","""Nieuwegein""","31,3"
"""Niet geregistreerd in donorregister""","""2020""","""Nieuwegein""","29,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Nieuwegein""","4,1"
"""Niet geregistreerd in donorregister""","""2019""","""Nieuwkoop""","14,2"
"""Niet geregistreerd in donorregister""","""2020""","""Nieuwkoop""","13,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Nieuwkoop""",2
"""Niet geregistreerd in donorregister""","""2019""","""Nijkerk""","21,4"
"""Niet geregistreerd in donorregister""","""2020""","""Nijkerk""","20,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Nijkerk""","3,6"
"""Niet geregistreerd in donorregister""","""2019""","""Nijmegen""",84
"""Niet geregistreerd in donorregister""","""2020""","""Nijmegen""","79,1"
"""Niet geregistreerd in donorregister""","""2021*""","""Nijmegen""","10,8"
"""Niet geregistreerd in donorregister""","""2019""","""Nissewaard""","43,1"
"""Niet geregistreerd in donorregister""","""2020""","""Nissewaard""","40,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Nissewaard""","5,8"
"""Niet geregistreerd in donorregister""","""2019""","""Noardeast-Fryslân""","23,5"
"""Niet geregistreerd in donorregister""","""2020""","""Noardeast-Fryslân""","22,1"
"""Niet geregistreerd in donorregister""","""2021*""","""Noardeast-Fryslân""","3,9"
"""Niet geregistreerd in donorregister""","""2019""","""Noord-Beveland""","3,7"
"""Niet geregistreerd in donorregister""","""2020""","""Noord-Beveland""","3,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Noord-Beveland""","0,5"
"""Niet geregistreerd in donorregister""","""2019""","""Noordenveld""","15,4"
"""Niet geregistreerd in donorregister""","""2020""","""Noordenveld""","14,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Noordenveld""","2,3"
"""Niet geregistreerd in donorregister""","""2019""","""Noordoostpolder""","23,6"
"""Niet geregistreerd in donorregister""","""2020""","""Noordoostpolder""","22,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Noordoostpolder""",4
"""Niet geregistreerd in donorregister""","""2019""","""Noordwijk""","21,8"
"""Niet geregistreerd in donorregister""","""2020""","""Noordwijk""",21
"""Niet geregistreerd in donorregister""","""2021*""","""Noordwijk""","3,1"
"""Niet geregistreerd in donorregister""","""2019""","""Nuenen, Gerwen en Nederwetten""","10,4"
"""Niet geregistreerd in donorregister""","""2020""","""Nuenen, Gerwen en Nederwetten""","9,8"
"""Niet geregistreerd in donorregister""","""2021*""","""Nuenen, Gerwen en Nederwetten""","1,7"
"""Niet geregistreerd in donorregister""","""2019""","""Nunspeet""","14,4"
"""Niet geregistreerd in donorregister""","""2020""","""Nunspeet""","13,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Nunspeet""","2,2"
"""Niet geregistreerd in donorregister""","""2019""","""Oegstgeest""","11,4"
"""Niet geregistreerd in donorregister""","""2020""","""Oegstgeest""",11
"""Niet geregistreerd in donorregister""","""2021*""","""Oegstgeest""","2,1"
"""Niet geregistreerd in donorregister""","""2019""","""Oirschot""","8,4"
"""Niet geregistreerd in donorregister""","""2020""","""Oirschot""",8
"""Niet geregistreerd in donorregister""","""2021*""","""Oirschot""","1,3"
"""Niet geregistreerd in donorregister""","""2019""","""Oisterwijk""","14,9"
"""Niet geregistreerd in donorregister""","""2020""","""Oisterwijk""",14
"""Niet geregistreerd in donorregister""","""2021*""","""Oisterwijk""","2,4"
"""Niet geregistreerd in donorregister""","""2019""","""Oldambt""","20,3"
"""Niet geregistreerd in donorregister""","""2020""","""Oldambt""",19
"""Niet geregistreerd in donorregister""","""2021*""","""Oldambt""","10,6"
"""Niet geregistreerd in donorregister""","""2019""","""Oldebroek""","13,3"
"""Niet geregistreerd in donorregister""","""2020""","""Oldebroek""","12,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Oldebroek""","1,9"
"""Niet geregistreerd in donorregister""","""2019""","""Oldenzaal""","15,7"
"""Niet geregistreerd in donorregister""","""2020""","""Oldenzaal""","14,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Oldenzaal""","2,6"
"""Niet geregistreerd in donorregister""","""2019""","""Olst-Wijhe""","8,8"
"""Niet geregistreerd in donorregister""","""2020""","""Olst-Wijhe""","8,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Olst-Wijhe""","1,4"
"""Niet geregistreerd in donorregister""","""2019""","""Ommen""","9,3"
"""Niet geregistreerd in donorregister""","""2020""","""Ommen""",9
"""Niet geregistreerd in donorregister""","""2021*""","""Ommen""","1,5"
"""Niet geregistreerd in donorregister""","""2019""","""Oost Gelre""","13,6"
"""Niet geregistreerd in donorregister""","""2020""","""Oost Gelre""","12,8"
"""Niet geregistreerd in donorregister""","""2021*""","""Oost Gelre""","2,3"
"""Niet geregistreerd in donorregister""","""2019""","""Oosterhout""","26,2"
"""Niet geregistreerd in donorregister""","""2020""","""Oosterhout""","24,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Oosterhout""","3,8"
"""Niet geregistreerd in donorregister""","""2019""","""Ooststellingwerf""","13,2"
"""Niet geregistreerd in donorregister""","""2020""","""Ooststellingwerf""","12,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Ooststellingwerf""","1,8"
"""Niet geregistreerd in donorregister""","""2019""","""Oostzaan""","4,9"
"""Niet geregistreerd in donorregister""","""2020""","""Oostzaan""","4,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Oostzaan""","0,7"
"""Niet geregistreerd in donorregister""","""2019""","""Opmeer""","5,7"
"""Niet geregistreerd in donorregister""","""2020""","""Opmeer""","5,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Opmeer""",1
"""Niet geregistreerd in donorregister""","""2019""","""Opsterland""","14,9"
"""Niet geregistreerd in donorregister""","""2020""","""Opsterland""",14
"""Niet geregistreerd in donorregister""","""2021*""","""Opsterland""","2,4"
"""Niet geregistreerd in donorregister""","""2019""","""Oss""","45,5"
"""Niet geregistreerd in donorregister""","""2020""","""Oss""","43,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Oss""","6,6"
"""Niet geregistreerd in donorregister""","""2019""","""Oude IJsselstreek""","19,6"
"""Niet geregistreerd in donorregister""","""2020""","""Oude IJsselstreek""","18,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Oude IJsselstreek""","2,9"
"""Niet geregistreerd in donorregister""","""2019""","""Ouder-Amstel""",7
"""Niet geregistreerd in donorregister""","""2020""","""Ouder-Amstel""","6,8"
"""Niet geregistreerd in donorregister""","""2021*""","""Ouder-Amstel""","1,1"
"""Niet geregistreerd in donorregister""","""2019""","""Oudewater""",5
"""Niet geregistreerd in donorregister""","""2020""","""Oudewater""","4,8"
"""Niet geregistreerd in donorregister""","""2021*""","""Oudewater""","0,8"
"""Niet geregistreerd in donorregister""","""2019""","""Overbetuwe""",22
"""Niet geregistreerd in donorregister""","""2020""","""Overbetuwe""","20,8"
"""Niet geregistreerd in donorregister""","""2021*""","""Overbetuwe""","3,9"
"""Niet geregistreerd in donorregister""","""2019""","""Papendrecht""","15,5"
"""Niet geregistreerd in donorregister""","""2020""","""Papendrecht""","14,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Papendrecht""","2,4"
"""Niet geregistreerd in donorregister""","""2019""","""Peel en Maas""","20,5"
"""Niet geregistreerd in donorregister""","""2020""","""Peel en Maas""","19,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Peel en Maas""","3,1"
"""Niet geregistreerd in donorregister""","""2019""","""Pekela""","6,6"
"""Niet geregistreerd in donorregister""","""2020""","""Pekela""","6,1"
"""Niet geregistreerd in donorregister""","""2021*""","""Pekela""","3,4"
"""Niet geregistreerd in donorregister""","""2019""","""Pijnacker-Nootdorp""","26,6"
"""Niet geregistreerd in donorregister""","""2020""","""Pijnacker-Nootdorp""","25,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Pijnacker-Nootdorp""","5,2"
"""Niet geregistreerd in donorregister""","""2019""","""Purmerend""","41,3"
"""Niet geregistreerd in donorregister""","""2020""","""Purmerend""","39,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Purmerend""","5,7"
"""Niet geregistreerd in donorregister""","""2019""","""Putten""","12,7"
"""Niet geregistreerd in donorregister""","""2020""","""Putten""","11,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Putten""",2
"""Niet geregistreerd in donorregister""","""2019""","""Raalte""","17,9"
"""Niet geregistreerd in donorregister""","""2020""","""Raalte""","16,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Raalte""","2,8"
"""Niet geregistreerd in donorregister""","""2019""","""Reimerswaal""",12
"""Niet geregistreerd in donorregister""","""2020""","""Reimerswaal""","11,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Reimerswaal""",2
"""Niet geregistreerd in donorregister""","""2019""","""Renkum""","14,5"
"""Niet geregistreerd in donorregister""","""2020""","""Renkum""","13,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Renkum""","2,4"
"""Niet geregistreerd in donorregister""","""2019""","""Renswoude""","2,8"
"""Niet geregistreerd in donorregister""","""2020""","""Renswoude""","2,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Renswoude""","0,5"
"""Niet geregistreerd in donorregister""","""2019""","""Reusel-De Mierden""","5,9"
"""Niet geregistreerd in donorregister""","""2020""","""Reusel-De Mierden""","5,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Reusel-De Mierden""","0,9"
"""Niet geregistreerd in donorregister""","""2019""","""Rheden""","21,4"
"""Niet geregistreerd in donorregister""","""2020""","""Rheden""","20,1"
"""Niet geregistreerd in donorregister""","""2021*""","""Rheden""","3,1"
"""Niet geregistreerd in donorregister""","""2019""","""Rhenen""","10,2"
"""Niet geregistreerd in donorregister""","""2020""","""Rhenen""","9,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Rhenen""","1,7"
"""Niet geregistreerd in donorregister""","""2019""","""Ridderkerk""","23,5"
"""Niet geregistreerd in donorregister""","""2020""","""Ridderkerk""","21,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Ridderkerk""",3
"""Niet geregistreerd in donorregister""","""2019""","""Rijssen-Holten""","19,7"
"""Niet geregistreerd in donorregister""","""2020""","""Rijssen-Holten""","18,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Rijssen-Holten""","3,3"
"""Niet geregistreerd in donorregister""","""2019""","""Rijswijk (ZH.)""","26,4"
"""Niet geregistreerd in donorregister""","""2020""","""Rijswijk (ZH.)""","25,1"
"""Niet geregistreerd in donorregister""","""2021*""","""Rijswijk (ZH.)""","3,4"
"""Niet geregistreerd in donorregister""","""2019""","""Roerdalen""","10,5"
"""Niet geregistreerd in donorregister""","""2020""","""Roerdalen""","9,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Roerdalen""","1,2"
"""Niet geregistreerd in donorregister""","""2019""","""Roermond""",29
"""Niet geregistreerd in donorregister""","""2020""","""Roermond""","27,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Roermond""","3,9"
"""Niet geregistreerd in donorregister""","""2019""","""De Ronde Venen""",22
"""Niet geregistreerd in donorregister""","""2020""","""De Ronde Venen""","20,9"
"""Niet geregistreerd in donorregister""","""2021*""","""De Ronde Venen""","3,3"
"""Niet geregistreerd in donorregister""","""2019""","""Roosendaal""","37,6"
"""Niet geregistreerd in donorregister""","""2020""","""Roosendaal""","35,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Roosendaal""","5,4"
"""Niet geregistreerd in donorregister""","""2019""","""Rotterdam""",365
"""Niet geregistreerd in donorregister""","""2020""","""Rotterdam""","349,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Rotterdam""","43,2"
"""Niet geregistreerd in donorregister""","""2019""","""Rozendaal""","0,8"
"""Niet geregistreerd in donorregister""","""2020""","""Rozendaal""","0,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Rozendaal""","0,2"
"""Niet geregistreerd in donorregister""","""2019""","""Rucphen""","11,5"
"""Niet geregistreerd in donorregister""","""2020""","""Rucphen""","10,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Rucphen""","1,4"
"""Niet geregistreerd in donorregister""","""2019""","""Schagen""","22,5"
"""Niet geregistreerd in donorregister""","""2020""","""Schagen""","21,1"
"""Niet geregistreerd in donorregister""","""2021*""","""Schagen""","3,7"
"""Niet geregistreerd in donorregister""","""2019""","""Scherpenzeel""",5
"""Niet geregistreerd in donorregister""","""2020""","""Scherpenzeel""","4,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Scherpenzeel""","0,8"
"""Niet geregistreerd in donorregister""","""2019""","""Schiedam""","44,5"
"""Niet geregistreerd in donorregister""","""2020""","""Schiedam""","42,4"
"""Niet geregistreerd in donorregister""","""2021*""","""Schiedam""","5,6"
"""Niet geregistreerd in donorregister""","""2019""","""Schiermonnikoog""","0,5"
"""Niet geregistreerd in donorregister""","""2020""","""Schiermonnikoog""","0,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Schiermonnikoog""","0,1"
"""Niet geregistreerd in donorregister""","""2019""","""Schouwen-Duiveland""","16,8"
"""Niet geregistreerd in donorregister""","""2020""","""Schouwen-Duiveland""","15,8"
"""Niet geregistreerd in donorregister""","""2021*""","""Schouwen-Duiveland""","2,3"
"""Niet geregistreerd in donorregister""","""2019""","""Simpelveld""","5,3"
"""Niet geregistreerd in donorregister""","""2020""","""Simpelveld""","4,9"
"""Niet geregistreerd in donorregister""","""2021*""","""Simpelveld""","0,7"
"""Niet geregistreerd in donorregister""","""2019""","""Sint Anthonis""","5,5"
"""Niet geregistreerd in donorregister""","""2020""","""Sint Anthonis""","5,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Sint Anthonis""","0,9"
"""Niet geregistreerd in donorregister""","""2019""","""Sint-Michielsgestel""","12,9"
"""Niet geregistreerd in donorregister""","""2020""","""Sint-Michielsgestel""","12,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Sint-Michielsgestel""","2,3"
"""Niet geregistreerd in donorregister""","""2019""","""Sittard-Geleen""","45,4"
"""Niet geregistreerd in donorregister""","""2020""","""Sittard-Geleen""","42,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Sittard-Geleen""","5,8"
"""Niet geregistreerd in donorregister""","""2019""","""Sliedrecht""","12,8"
"""Niet geregistreerd in donorregister""","""2020""","""Sliedrecht""","12,1"
"""Niet geregistreerd in donorregister""","""2021*""","""Sliedrecht""","1,9"
"""Niet geregistreerd in donorregister""","""2019""","""Sluis""","12,2"
"""Niet geregistreerd in donorregister""","""2020""","""Sluis""","11,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Sluis""","1,5"
"""Niet geregistreerd in donorregister""","""2019""","""Smallingerland""","28,4"
"""Niet geregistreerd in donorregister""","""2020""","""Smallingerland""","26,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Smallingerland""","4,5"
"""Niet geregistreerd in donorregister""","""2019""","""Soest""","21,9"
"""Niet geregistreerd in donorregister""","""2020""","""Soest""","20,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Soest""","3,6"
"""Niet geregistreerd in donorregister""","""2019""","""Someren""","9,1"
"""Niet geregistreerd in donorregister""","""2020""","""Someren""","8,5"
"""Niet geregistreerd in donorregister""","""2021*""","""Someren""","1,3"
"""Niet geregistreerd in donorregister""","""2019""","""Son en Breugel""","7,7"
"""Niet geregistreerd in donorregister""","""2020""","""Son en Breugel""","7,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Son en Breugel""","1,3"
"""Niet geregistreerd in donorregister""","""2019""","""Stadskanaal""","17,6"
"""Niet geregistreerd in donorregister""","""2020""","""Stadskanaal""","16,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Stadskanaal""","8,8"
"""Niet geregistreerd in donorregister""","""2019""","""Staphorst""","9,9"
"""Niet geregistreerd in donorregister""","""2020""","""Staphorst""","9,7"
"""Niet geregistreerd in donorregister""","""2021*""","""Staphorst""","1,6"
"""Niet geregistreerd in donorregister""","""2019""","""Stede Broec""","10,2"
"""Niet geregistreerd in donorregister""","""2020""","""Stede Broec""","9,6"
"""Niet geregistreerd in donorregister""","""2021*""","""Stede Broec""","1,6"
"""Niet geregistreerd in donorregister""","""2019""","""Steenbergen""","12,8"
"""Niet geregistreerd in donorregister""","""2020""","""Steenbergen""","11,3"
"""Niet geregistreerd in donorregister""","""2021*""","""Steenbergen""","1,8"
"""Niet geregistreerd in donorregister""","""2019""","""Steenwijkerland""","22,4"
"""Niet geregistreerd in donorregister""","""2020""","""Steenwijkerland""","21,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Steenwijkerland""","3,2"
"""Niet geregistreerd in donorregister""","""2019""","""Stein (L.)""","12,2"
"""Niet geregistreerd in donorregister""","""2020""","""Stein (L.)""","11,2"
"""Niet geregistreerd in donorregister""","""2021*""","""Stein (L.)""","1,6"
"""Niet geregistreerd in donorregister""","""2019""","""Stichtse Vecht""","31,7"
"""Niet geregistreerd in donorregister""","""2020""","""Stichtse Vecht""","30,2"
