"Status cijfer";"Perioden";"Regio's";"Inwoners naar geslacht en leeftijd/Mannen/Totaal mannen (aantal)";"Inwoners naar geslacht en leeftijd/Mannen/Jonger dan 20 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Mannen/20 tot 65 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Mannen/65 tot 75 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Mannen/75 tot 85 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Mannen/85 jaar of ouder (aantal)";"Inwoners naar geslacht en leeftijd/Vrouwen/Totaal vrouwen (aantal)";"Inwoners naar geslacht en leeftijd/Vrouwen/Jonger dan 20 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Vrouwen/20 tot 65 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Vrouwen/65 tot 75 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Vrouwen/75 tot 85 jaar (aantal)";"Inwoners naar geslacht en leeftijd/Vrouwen/85 jaar of ouder (aantal)";"Minderheden (aantal)";"Banen van werknemers (x 1 000)";"Provinciale wegen (km)";"Inwoners in zorginstellingen (aantal)"
"Definitief";"2021";"Heerlen";43356;7838;26163;5529;2970;856;43580;7400;25081;5703;3624;1772;5470;;;1330
"Definitief";"2019";"Heeze-Leende";8059;1698;4554;1049;572;186;7905;1550;4342;1054;695;264;245;;;340
"Definitief";"2020";"Heeze-Leende";8135;1682;4580;1098;591;184;8017;1551;4387;1073;714;292;260;;;350
"Definitief";"2021";"Heeze-Leende";8174;1689;4567;1124;599;195;8069;1524;4423;1080;730;312;230;;;360
"Definitief";"2019";"Heiloo";11585;2624;6167;1503;968;323;11879;2433;6021;1702;1213;510;445;;;250
"Definitief";"2020";"Heiloo";11809;2660;6291;1535;983;340;12159;2495;6189;1685;1251;539;470;;;270
"Definitief";"2021";"Heiloo";11905;2645;6345;1541;1015;359;12239;2468;6242;1712;1282;535;435;;;280
"Definitief";"2019";"Helden";;;;;;;;;;;;;;;;
"Definitief";"2020";"Helden";;;;;;;;;;;;;;;;
"Definitief";"2021";"Helden";;;;;;;;;;;;;;;;
"Definitief";"2019";"Den Helder";27481;5649;16029;3612;1756;435;28123;5418;15993;3737;2090;885;2950;;;1220
"Definitief";"2020";"Den Helder";27926;5687;16236;3690;1854;459;28370;5415;16099;3799;2160;897;3135;;;1210
"Definitief";"2021";"Den Helder";28094;5663;16265;3768;1908;490;28488;5345;16138;3877;2216;912;3205;;;1240
"Definitief";"2019";"Hellendoorn";17885;4143;10163;2229;1089;261;17923;4072;9654;2263;1363;571;475;;;580
"Definitief";"2020";"Hellendoorn";17913;4102;10095;2302;1146;268;18003;4026;9688;2286;1400;603;455;;;600
"Definitief";"2021";"Hellendoorn";17949;4036;10115;2347;1174;277;17983;3985;9673;2305;1411;609;430;;;610
"Definitief";"2019";"Hellevoetsluis";19819;4252;11604;2631;1083;249;20230;4188;11619;2787;1166;470;2615;;;380
"Definitief";"2020";"Hellevoetsluis";19881;4254;11538;2670;1159;260;20261;4148;11576;2832;1223;482;2700;;;370
"Definitief";"2021";"Hellevoetsluis";19905;4266;11441;2715;1227;256;20407;4139;11587;2918;1283;480;2665;;;350
"Definitief";"2019";"Helmond";46222;10965;27844;4648;2242;523;45302;10296;26718;4694;2639;955;8600;;;540
"Definitief";"2020";"Helmond";46683;10813;28297;4693;2341;539;45740;10293;26968;4762;2720;997;8765;;;570
"Definitief";"2021";"Helmond";46775;10615;28466;4705;2455;534;45852;10046;27180;4787;2845;994;8570;;;580
"Definitief";"2019";"Hendrik-Ido-Ambacht";15213;4268;8599;1389;724;233;15753;4074;8873;1516;917;373;1560;;;240
"Definitief";"2020";"Hendrik-Ido-Ambacht";15344;4335;8635;1394;733;247;15858;4108;8916;1514;920;400;1625;;;240
"Definitief";"2021";"Hendrik-Ido-Ambacht";15373;4330;8625;1446;716;256;15885;4096;8897;1559;923;410;1590;;;280
"Definitief";"2019";"Hengelo (O.)";40469;9053;24049;4435;2221;711;40214;8555;22912;4512;2883;1352;6990;;;740
"Definitief";"2020";"Hengelo (O.)";40785;8920;24378;4477;2297;713;40355;8379;23096;4624;2941;1315;7005;;;870
"Definitief";"2021";"Hengelo (O.)";40776;8652;24523;4546;2340;715;40273;8160;23184;4675;2969;1285;6795;;;870
"Definitief";"2019";"'s-Hertogenbosch";76201;16553;47011;8027;3678;932;78004;16013;47136;8280;4565;2010;11975;;;1940
"Definitief";"2020";"'s-Hertogenbosch";76606;16352;47251;8192;3834;977;78505;15836;47463;8458;4735;2013;12020;;;2110
"Definitief";"2021";"'s-Hertogenbosch";76891;16160;47440;8346;3963;982;78599;15576;47498;8676;4843;2006;11675;;;2140
"Definitief";"2019";"Heumen";8179;1876;4507;1047;589;160;8307;1687;4500;1117;732;271;345;;;240
"Definitief";"2020";"Heumen";8179;1842;4506;1048;613;170;8275;1656;4487;1119;741;272;355;;;230
"Definitief";"2021";"Heumen";8257;1842;4527;1077;642;169;8312;1624;4503;1144;766;275;365;;;220
"Definitief";"2019";"Heusden";22139;4893;13020;2579;1336;311;21996;4671;12555;2674;1523;573;1970;;;380
"Definitief";"2020";"Heusden";22425;4895;13157;2638;1387;348;22267;4692;12680;2726;1562;607;1950;;;420
"Definitief";"2021";"Heusden";22590;4821;13263;2711;1436;359;22415;4623;12788;2780;1615;609;1900;;;430
"Definitief";"2019";"Hillegom";10892;2420;6377;1274;651;170;11074;2319;6324;1284;777;370;705;;;330
"Definitief";"2020";"Hillegom";11032;2408;6465;1289;682;188;11177;2346;6364;1287;800;380;715;;;320
"Definitief";"2021";"Hillegom";11025;2369;6436;1330;681;209;11172;2306;6401;1294;798;373;700;;;330
"Definitief";"2019";"Hilvarenbeek";7705;1693;4392;989;538;93;7629;1607;4233;953;619;217;185;;;170
"Definitief";"2020";"Hilvarenbeek";7779;1673;4432;997;575;102;7739;1599;4290;976;645;229;185;;;170
"Definitief";"2021";"Hilvarenbeek";7875;1658;4498;1017;595;107;7823;1592;4347;965;697;222;180;;;170
"Definitief";"2019";"Hilversum";44280;10442;26337;4332;2353;816;45958;10060;26277;4863;3170;1588;7370;;;1240
"Definitief";"2020";"Hilversum";44619;10504;26546;4330;2437;802;46212;10120;26480;4850;3212;1550;7575;;;1260
"Definitief";"2021";"Hilversum";44828;10511;26704;4346;2458;809;46407;10137;26612;4918;3190;1550;7355;;;1190
"Definitief";"2019";"Hoeksche Waard";42894;9787;24136;5572;2700;699;43762;9232;24333;5784;3137;1276;1745;;;970
"Definitief";"2020";"Hoeksche Waard";43211;9824;24203;5575;2879;730;44190;9289;24477;5808;3330;1286;1800;;;1090
"Definitief";"2021";"Hoeksche Waard";43470;9767;24361;5660;2914;768;44577;9247;24654;5949;3417;1310;1760;;;1010
"Definitief";"2019";"Hof van Twente";17390;3804;9587;2331;1326;342;17550;3634;9218;2346;1644;708;710;;;420
"Definitief";"2020";"Hof van Twente";17462;3733;9656;2303;1385;385;17555;3574;9228;2346;1678;729;735;;;440
"Definitief";"2021";"Hof van Twente";17483;3644;9702;2338;1417;382;17557;3514;9234;2352;1712;745;685;;;470
"Definitief";"2019";"Het Hogeland";24066;5418;13358;3385;1521;384;23822;5216;12885;3334;1667;720;795;;;720
"Definitief";"2020";"Het Hogeland";24042;5332;13258;3426;1626;400;23759;5117;12825;3347;1743;727;770;;;760
"Definitief";"2021";"Het Hogeland";24052;5265;13179;3473;1720;415;23782;5009;12807;3388;1824;754;745;;;730
"Definitief";"2019";"Hollands Kroon";24257;5579;13867;2950;1498;363;23558;5187;13379;2880;1559;553;770;;;360
"Definitief";"2020";"Hollands Kroon";24639;5457;14228;3011;1590;353;23793;5114;13544;2928;1623;584;765;;;370
"Definitief";"2021";"Hollands Kroon";24724;5311;14342;3011;1662;398;23859;5029;13629;2969;1653;579;745;;;370
"Definitief";"2019";"Hoogeveen";27871;6629;15878;3175;1727;462;27791;6257;15109;3386;2082;957;1375;;;930
"Definitief";"2020";"Hoogeveen";27872;6496;15860;3225;1791;500;27827;6185;15061;3463;2117;1001;1330;;;970
"Definitief";"2021";"Hoogeveen";27839;6365;15834;3267;1867;506;27764;6051;15051;3480;2183;999;1260;;;990
"Definitief";"2019";"Hoogezand-Sappemeer";;;;;;;;;;;;;;;;
"Definitief";"2020";"Hoogezand-Sappemeer";;;;;;;;;;;;;;;;
"Definitief";"2021";"Hoogezand-Sappemeer";;;;;;;;;;;;;;;;
"Definitief";"2019";"Hoorn";36019;8554;20965;4250;1800;450;36985;8152;21450;4411;2136;836;6725;;;700
"Definitief";"2020";"Hoorn";36149;8482;20997;4296;1911;463;37112;8079;21426;4531;2227;849;6810;;;730
"Definitief";"2021";"Hoorn";36301;8373;21022;4421;2036;449;37318;7987;21468;4658;2344;861;6545;;;730
"Definitief";"2019";"Horst aan de Maas";21341;4553;12538;2527;1392;331;20950;4297;11937;2462;1572;682;550;;;530
"Definitief";"2020";"Horst aan de Maas";21388;4448;12534;2634;1421;351;21041;4225;11970;2508;1646;692;555;;;560
"Definitief";"2021";"Horst aan de Maas";21409;4351;12499;2751;1438;370;21078;4133;12025;2557;1672;691;485;;;560
"Definitief";"2019";"Houten";24570;6751;14415;2328;835;241;25341;6509;15094;2235;1035;468;2245;;;390
"Definitief";"2020";"Houten";24688;6704;14347;2509;876;252;25458;6424;15090;2401;1059;484;2285;;;370
"Definitief";"2021";"Houten";24777;6656;14243;2710;920;248;25446;6305;15039;2559;1068;475;2145;;;370
"Definitief";"2019";"Huizen";19949;4635;11125;2608;1244;337;21324;4385;11706;2920;1623;690;3030;;;610
"Definitief";"2020";"Huizen";19942;4576;11038;2654;1312;362;21331;4310;11638;2971;1688;724;3050;;;680
"Definitief";"2021";"Huizen";19812;4452;10912;2752;1344;352;21278;4223;11571;3035;1730;719;2965;;;680
"Definitief";"2019";"Hulst";13792;2603;7998;1892;1000;299;13732;2498;7627;1906;1156;545;430;;;550
"Definitief";"2020";"Hulst";13808;2609;7940;1899;1040;320;13748;2450;7613;1928;1203;554;440;;;570
"Definitief";"2021";"Hulst";13782;2581;7891;1893;1102;315;13793;2428;7619;1962;1236;548;395;;;550
"Definitief";"2019";"IJsselstein";16596;4277;9681;1628;807;203;17564;4165;10121;1851;967;460;3365;;;330
"Definitief";"2020";"IJsselstein";16580;4196;9693;1617;860;214;17529;4061;10120;1857;1002;489;3345;;;340
"Definitief";"2021";"IJsselstein";16445;4071;9642;1646;862;224;17374;3910;10056;1896;1034;478;3275;;;310
"Definitief";"2019";"Jacobswoude";;;;;;;;;;;;;;;;
"Definitief";"2020";"Jacobswoude";;;;;;;;;;;;;;;;
"Definitief";"2021";"Jacobswoude";;;;;;;;;;;;;;;;
"Definitief";"2019";"Kaag en Braassem";13614;3048;7870;1676;793;227;13252;2834;7600;1585;900;333;660;;;190
"Definitief";"2020";"Kaag en Braassem";13849;3038;7999;1743;833;236;13448;2840;7741;1586;934;347;710;;;190
"Definitief";"2021";"Kaag en Braassem";13959;3030;8066;1771;859;233;13582;2815;7796;1649;953;369;730;;;190
"Definitief";"2019";"Kampen";26890;7409;15344;2501;1304;332;26889;6886;15106;2614;1613;670;1805;;;750
"Definitief";"2020";"Kampen";27170;7361;15543;2572;1343;351;27149;6866;15290;2651;1652;690;1815;;;770
"Definitief";"2021";"Kampen";27255;7280;15605;2630;1393;347;27219;6776;15371;2716;1676;680;1695;;;780
"Definitief";"2019";"Kapelle";6391;1653;3492;758;373;115;6394;1512;3506;728;427;221;225;;;110
"Definitief";"2020";"Kapelle";6325;1604;3441;764;398;118;6370;1449;3511;730;452;228;230;;;100
"Definitief";"2021";"Kapelle";6409;1617;3470;781;414;127;6473;1470;3553;770;462;218;195;;;110
"Definitief";"2019";"Katwijk";32425;8381;18765;3302;1589;388;32877;8066;18603;3448;1988;772;1705;;;780
"Definitief";"2020";"Katwijk";32630;8325;18866;3345;1701;393;33123;7979;18706;3566;2085;787;1685;;;820
"Definitief";"2021";"Katwijk";32756;8285;18936;3428;1691;416;33239;7942;18766;3580;2147;804;1690;;;800
"Definitief";"2019";"Kerkrade";22854;3903;13601;3271;1678;401;22788;3718;12865;3240;2112;853;1765;;;960
"Definitief";"2020";"Kerkrade";22951;3940;13564;3320;1694;433;22798;3728;12770;3285;2129;886;1870;;;950
"Definitief";"2021";"Kerkrade";22771;3869;13383;3366;1713;440;22671;3677;12654;3293;2163;884;1740;;;920
"Definitief";"2019";"Kessel";;;;;;;;;;;;;;;;
"Definitief";"2020";"Kessel";;;;;;;;;;;;;;;;
"Definitief";"2021";"Kessel";;;;;;;;;;;;;;;;
"Definitief";"2019";"Koggenland";11478;2767;6526;1387;647;151;11260;2620;6269;1348;705;318;400;;;280
"Definitief";"2020";"Koggenland";11464;2670;6558;1379;704;153;11285;2543;6295;1367;755;325;385;;;280
"Definitief";"2021";"Koggenland";11555;2647;6640;1386;717;165;11385;2497;6392;1384;782;330;365;;;290
"Definitief";"2019";"Kollumerland en Nieuwkruisland";;;;;;;;;;;;;;;;
"Definitief";"2020";"Kollumerland en Nieuwkruisland";;;;;;;;;;;;;;;;
"Definitief";"2021";"Kollumerland en Nieuwkruisland";;;;;;;;;;;;;;;;
"Definitief";"2019";"Korendijk";;;;;;;;;;;;;;;;
"Definitief";"2020";"Korendijk";;;;;;;;;;;;;;;;
"Definitief";"2021";"Korendijk";;;;;;;;;;;;;;;;
"Definitief";"2019";"Krimpen aan den IJssel";14179;3545;7507;1719;1096;312;15197;3476;7811;1994;1337;579;1455;;;270
"Definitief";"2020";"Krimpen aan den IJssel";14259;3552;7527;1704;1133;343;15267;3500;7775;2014;1397;581;1540;;;260
"Definitief";"2021";"Krimpen aan den IJssel";14185;3536;7465;1738;1105;341;15225;3428;7808;2000;1394;595;1485;;;270
"Definitief";"2019";"Krimpenerwaard";27788;6618;15681;3283;1735;471;28260;6490;15578;3391;1964;837;2115;;;560
"Definitief";"2020";"Krimpenerwaard";27934;6601;15719;3294;1841;479;28385;6458;15614;3387;2064;862;2155;;;580
"Definitief";"2021";"Krimpenerwaard";28107;6635;15791;3321;1873;487;28515;6452;15673;3404;2132;854;2050;;;540
"Definitief";"2019";"Laarbeek";11298;2518;6447;1464;718;151;11035;2306;6187;1383;842;317;355;;;190
"Definitief";"2020";"Laarbeek";11416;2493;6509;1502;735;177;11107;2287;6211;1411;860;338;330;;;220
"Definitief";"2021";"Laarbeek";11553;2448;6631;1523;781;170;11252;2297;6274;1452;867;362;310;;;230
"Definitief";"2019";"Land van Cuijk";;;;;;;;;;;;;;;;
"Definitief";"2020";"Land van Cuijk";;;;;;;;;;;;;;;;
"Definitief";"2021";"Land van Cuijk";;;;;;;;;;;;;;;;
"Definitief";"2019";"Landerd";7929;1740;4538;1040;491;120;7600;1697;4228;940;535;200;215;;;260
"Definitief";"2020";"Landerd";8026;1729;4581;1075;518;123;7704;1691;4271;964;552;226;200;;;290
"Definitief";"2021";"Landerd";8073;1705;4601;1096;544;127;7744;1687;4258;983;578;238;185;;;310
"Definitief";"2019";"Landgraaf";18538;3360;10862;2699;1305;312;19053;3340;10739;2751;1561;662;900;;;850
"Definitief";"2020";"Landgraaf";18456;3319;10704;2764;1355;314;18989;3284;10647;2811;1563;684;885;;;860
"Definitief";"2021";"Landgraaf";18342;3306;10547;2756;1406;327;18920;3222;10556;2800;1651;691;805;;;840
"Definitief";"2019";"Landsmeer";5518;1313;3093;677;342;93;5970;1334;3337;692;425;182;535;;;60
"Definitief";"2020";"Landsmeer";5542;1315;3073;694;359;101;5949;1319;3286;723;426;195;555;;;60
"Definitief";"2021";"Landsmeer";5587;1332;3075;700;368;112;5978;1339;3280;722;438;199;580;;;70
"Definitief";"2019";"Langedijk";13917;3328;7822;1807;788;172;14075;3248;7904;1765;833;325;800;;;210
"Definitief";"2020";"Langedijk";14011;3294;7859;1828;849;181;14152;3232;7890;1809;878;343;775;;;250
"Definitief";"2021";"Langedijk";14097;3256;7903;1855;896;187;14238;3184;7926;1857;917;354;720;;;250
"Definitief";"2019";"Lansingerland";30499;8999;17178;2579;1356;387;31102;8432;17708;2790;1526;646;4200;;;500
"Definitief";"2020";"Lansingerland";30822;8953;17365;2664;1437;403;31562;8483;17957;2819;1625;678;4380;;;520
"Definitief";"2021";"Lansingerland";31242;8997;17623;2748;1455;419;32121;8565;18315;2894;1658;689;4385;;;480
"Definitief";"2019";"Laren (NH.)";5292;1300;2521;777;470;224;5903;1135;2740;913;685;430;250;;;470
"Definitief";"2020";"Laren (NH.)";5309;1311;2517;755;509;217;5971;1152;2779;867;717;456;260;;;460
"Definitief";"2021";"Laren (NH.)";5398;1318;2580;734;543;223;6000;1171;2786;876;733;434;270;;;430
"Definitief";"2019";"Leek";;;;;;;;;;;;;;;;
"Definitief";"2020";"Leek";;;;;;;;;;;;;;;;
"Definitief";"2021";"Leek";;;;;;;;;;;;;;;;
"Definitief";"2019";"Leerdam";;;;;;;;;;;;;;;;
"Definitief";"2020";"Leerdam";;;;;;;;;;;;;;;;
"Definitief";"2021";"Leerdam";;;;;;;;;;;;;;;;
"Definitief";"2019";"Leeuwarden";61127;13229;37447;6471;3087;893;61980;13125;36692;6562;3803;1798;5585;;;1750
"Definitief";"2020";"Leeuwarden";61677;13239;37684;6612;3218;924;62407;13056;36988;6671;3945;1747;5635;;;1800
"Definitief";"2021";"Leeuwarden";61941;13047;37836;6801;3317;940;62540;12967;36916;6882;4017;1758;5495;;;1870
"Definitief";"2019";"Leeuwarderadeel";;;;;;;;;;;;;;;;
"Definitief";"2020";"Leeuwarderadeel";;;;;;;;;;;;;;;;
"Definitief";"2021";"Leeuwarderadeel";;;;;;;;;;;;;;;;
"Definitief";"2019";"Leiden";60495;11588;40120;5609;2474;704;64404;11860;42457;5698;2954;1435;11850;;;1110
"Definitief";"2020";"Leiden";60556;11416;40137;5742;2557;704;64543;11565;42682;5836;3012;1448;11985;;;1090
"Definitief";"2021";"Leiden";60146;11151;39827;5816;2607;745;63947;11407;42078;5987;3054;1421;11525;;;1030
"Definitief";"2019";"Leiderdorp";13120;3113;7371;1590;815;231;13989;2913;7619;1858;1129;470;1915;;;200
"Definitief";"2020";"Leiderdorp";13095;3058;7336;1598;857;246;13961;2871;7570;1862;1166;492;1895;;;220
"Definitief";"2021";"Leiderdorp";13287;3053;7475;1627;872;260;14090;2863;7667;1867;1187;506;1895;;;220
"Definitief";"2019";"Leidschendam-Voorburg";36326;8230;20476;4344;2476;800;39099;7850;21612;4897;3196;1544;6175;;;770
"Definitief";"2020";"Leidschendam-Voorburg";36924;8421;20717;4403;2539;844;39610;7965;21864;4884;3292;1605;6390;;;920
"Definitief";"2021";"Leidschendam-Voorburg";36874;8444;20568;4484;2551;827;39559;7976;21758;4941;3259;1625;6195;;;880
"Definitief";"2019";"Lelystad";39048;9897;22594;4522;1662;373;38845;9201;22661;4670;1713;600;11885;;;760
"Definitief";"2020";"Lelystad";39485;9878;22884;4546;1798;379;39113;9201;22672;4778;1873;589;12160;;;890
"Definitief";"2021";"Lelystad";40110;9917;23374;4524;1923;372;39701;9317;22954;4872;1974;584;12165;;;880
"Definitief";"2019";"Lemsterland";;;;;;;;;;;;;;;;
"Definitief";"2020";"Lemsterland";;;;;;;;;;;;;;;;
"Definitief";"2021";"Lemsterland";;;;;;;;;;;;;;;;
"Definitief";"2019";"Leudal";18042;3577;10357;2487;1274;347;17639;3309;9823;2379;1438;690;565;;;640
"Definitief";"2020";"Leudal";18146;3478;10427;2544;1329;368;17733;3273;9899;2381;1464;716;560;;;660
"Definitief";"2021";"Leudal";18265;3408;10521;2606;1362;368;17780;3214;9916;2443;1504;703;610;;;650
"Definitief";"2019";"Leusden";14723;3614;8175;1842;878;214;15307;3350;8443;1924;1125;465;835;;;300
"Definitief";"2020";"Leusden";14914;3619;8233;1886;946;230;15487;3369;8500;1965;1162;491;875;;;350
"Definitief";"2021";"Leusden";14964;3584;8204;1948;982;246;15580;3359;8469;2022;1219;511;840;;;360
"Definitief";"2019";"Liesveld";;;;;;;;;;;;;;;;
"Definitief";"2020";"Liesveld";;;;;;;;;;;;;;;;
"Definitief";"2021";"Liesveld";;;;;;;;;;;;;;;;
"Definitief";"2019";"Lingewaal";;;;;;;;;;;;;;;;
"Definitief";"2020";"Lingewaal";;;;;;;;;;;;;;;;
"Definitief";"2021";"Lingewaal";;;;;;;;;;;;;;;;
"Definitief";"2019";"Lingewaard";23041;5475;12951;2976;1322;317;23434;5220;13077;2960;1571;606;885;;;550
"Definitief";"2020";"Lingewaard";23083;5389;12904;3082;1376;332;23518;5196;12975;3079;1636;632;865;;;590
"Definitief";"2021";"Lingewaard";23207;5331;12927;3172;1446;331;23615;5112;12988;3193;1690;632;810;;;590
"Definitief";"2019";"Lisse";11215;2568;6305;1389;730;223;11585;2389;6430;1467;916;383;520;;;140
"Definitief";"2020";"Lisse";11300;2563;6324;1422;765;226;11655;2371;6467;1480;938;399;510;;;140
"Definitief";"2021";"Lisse";11324;2532;6338;1426;788;240;11658;2340;6475;1500;950;393;480;;;130
"Definitief";"2019";"Lith";;;;;;;;;;;;;;;;
"Definitief";"2020";"Lith";;;;;;;;;;;;;;;;
"Definitief";"2021";"Lith";;;;;;;;;;;;;;;;
"Definitief";"2019";"Littenseradiel";;;;;;;;;;;;;;;;
"Definitief";"2020";"Littenseradiel";;;;;;;;;;;;;;;;
"Definitief";"2021";"Littenseradiel";;;;;;;;;;;;;;;;
"Definitief";"2019";"Lochem";16568;3495;8792;2423;1425;433;17022;3377;8629;2543;1718;755;1030;;;660
"Definitief";"2020";"Lochem";16651;3476;8790;2487;1462;436;17078;3347;8622;2579;1764;766;1050;;;690
"Definitief";"2021";"Lochem";16773;3454;8841;2543;1487;448;17175;3284;8692;2632;1768;799;1025;;;670
"Definitief";"2019";"Loenen";;;;;;;;;;;;;;;;
"Definitief";"2020";"Loenen";;;;;;;;;;;;;;;;
"Definitief";"2021";"Loenen";;;;;;;;;;;;;;;;
"Definitief";"2019";"Loon op Zand";11596;2493;6664;1492;775;172;11731;2378;6622;1459;891;381;600;;;270
"Definitief";"2020";"Loon op Zand";11629;2485;6643;1526;780;195;11779;2330;6673;1466;905;405;605;;;280
"Definitief";"2021";"Loon op Zand";11650;2469;6605;1552;829;195;11854;2329;6699;1493;934;399;560;;;280
"Definitief";"2019";"Lopik";7336;1836;4295;772;363;70;7137;1753;4132;723;391;138;480;;;120
"Definitief";"2020";"Lopik";7380;1819;4301;801;383;76;7087;1686;4116;738;409;138;490;;;130
"Definitief";"2021";"Lopik";7379;1773;4313;827;379;87;7077;1655;4096;754;427;145;465;;;130
"Definitief";"2019";"Loppersum";4881;1032;2806;695;285;63;4733;1013;2640;638;288;154;130;;;110
"Definitief";"2020";"Loppersum";4830;1015;2751;716;282;66;4707;992;2622;649;302;142;130;;;100
"Definitief";"2021";"Loppersum";;;;;;;;;;;;;;;;
"Definitief";"2019";"Losser";11416;2523;6331;1591;804;167;11206;2336;6160;1509;881;320;475;;;520
"Definitief";"2020";"Losser";11403;2492;6285;1625;827;174;11280;2350;6173;1529;903;325;470;;;520
"Definitief";"2021";"Losser";11513;2494;6312;1653;885;169;11375;2321;6251;1559;919;325;470;;;520
"Definitief";"2019";"Maarssen";;;;;;;;;;;;;;;;
"Definitief";"2020";"Maarssen";;;;;;;;;;;;;;;;
"Definitief";"2021";"Maarssen";;;;;;;;;;;;;;;;
"Definitief";"2019";"Maasbree";;;;;;;;;;;;;;;;
"Definitief";"2020";"Maasbree";;;;;;;;;;;;;;;;
"Definitief";"2021";"Maasbree";;;;;;;;;;;;;;;;
"Definitief";"2019";"Maasdonk";;;;;;;;;;;;;;;;
"Definitief";"2020";"Maasdonk";;;;;;;;;;;;;;;;
"Definitief";"2021";"Maasdonk";;;;;;;;;;;;;;;;
"Definitief";"2019";"Maasdriel";12537;2855;7487;1424;631;140;12156;2679;7060;1394;704;319;470;;;200
"Definitief";"2020";"Maasdriel";12733;2841;7622;1470;660;140;12297;2612;7208;1437;716;324;500;;;210
"Definitief";"2021";"Maasdriel";12947;2797;7809;1509;682;150;12505;2591;7380;1489;729;316;495;;;210
"Definitief";"2019";"Maasgouw";11953;2145;6876;1795;900;237;11763;1949;6599;1751;1049;415;315;;;810
"Definitief";"2020";"Maasgouw";12104;2092;6948;1833;961;270;11861;1925;6591;1799;1083;463;310;;;850
"Definitief";"2021";"Maasgouw";12069;2050;6892;1888;959;280;11878;1890;6593;1839;1095;461;330;;;830
"Definitief";"2019";"Maashorst";;;;;;;;;;;;;;;;
"Definitief";"2020";"Maashorst";;;;;;;;;;;;;;;;
"Definitief";"2021";"Maashorst";;;;;;;;;;;;;;;;
"Definitief";"2019";"Maassluis";16077;3528;9011;2207;1055;276;16691;3461;9267;2269;1193;501;4990;;;320
"Definitief";"2020";"Maassluis";16294;3566;9118;2187;1126;297;16919;3531;9340;2273;1282;493;5115;;;320
"Definitief";"2021";"Maassluis";16479;3653;9197;2172;1166;291;17088;3565;9402;2306;1315;500;5050;;;270
"Definitief";"2019";"Maastricht";58219;10019;36279;7125;3792;1004;63346;10505;38859;7229;4562;2191;5495;;;1850
"Definitief";"2020";"Maastricht";58120;9883;36091;7132;3959;1055;63455;10414;38930;7361;4613;2137;5525;;;1860
"Definitief";"2021";"Maastricht";57649;9757;35562;7125;4125;1080;62578;10452;37863;7405;4760;2098;5380;;;1720
"Definitief";"2019";"Margraten";;;;;;;;;;;;;;;;
"Definitief";"2020";"Margraten";;;;;;;;;;;;;;;;
"Definitief";"2021";"Margraten";;;;;;;;;;;;;;;;
"Definitief";"2019";"De Marne";;;;;;;;;;;;;;;;
"Definitief";"2020";"De Marne";;;;;;;;;;;;;;;;
"Definitief";"2021";"De Marne";;;;;;;;;;;;;;;;
"Definitief";"2019";"Marum";;;;;;;;;;;;;;;;
"Definitief";"2020";"Marum";;;;;;;;;;;;;;;;
"Definitief";"2021";"Marum";;;;;;;;;;;;;;;;
"Definitief";"2019";"Medemblik";22778;5233;12990;2954;1322;279;22031;5059;12319;2832;1334;487;1290;;;650
"Definitief";"2020";"Medemblik";22962;5144;13073;3034;1415;296;22139;4971;12408;2827;1406;527;1315;;;710
"Definitief";"2021";"Medemblik";22979;5012;13103;3049;1484;331;22186;4885;12352;2898;1506;545;1225;;;730
"Definitief";"2019";"Meerlo-Wanssum";;;;;;;;;;;;;;;;
"Definitief";"2020";"Meerlo-Wanssum";;;;;;;;;;;;;;;;
"Definitief";"2021";"Meerlo-Wanssum";;;;;;;;;;;;;;;;
"Definitief";"2019";"Meerssen";9314;1793;5201;1374;754;192;9609;1733;5190;1398;907;381;240;;;290
"Definitief";"2020";"Meerssen";9266;1737;5155;1371;787;216;9562;1684;5160;1396;934;388;255;;;290
"Definitief";"2021";"Meerssen";9174;1683;5102;1337;824;228;9487;1682;5100;1356;969;380;220;;;290
"Definitief";"2019";"Meierijstad";40573;9024;23704;4826;2439;580;40242;8866;22820;4611;2798;1147;3480;;;830
"Definitief";"2020";"Meierijstad";40822;8901;23879;4914;2486;642;40372;8745;22763;4805;2875;1184;3470;;;870
"Definitief";"2021";"Meierijstad";41128;8787;24123;5043;2536;639;40519;8597;22916;4909;2918;1179;3380;;;850
"Definitief";"2019";"Meijel";;;;;;;;;;;;;;;;
"Definitief";"2020";"Meijel";;;;;;;;;;;;;;;;
"Definitief";"2021";"Meijel";;;;;;;;;;;;;;;;
"Definitief";"2019";"Menaldumadeel";;;;;;;;;;;;;;;;
"Definitief";"2020";"Menaldumadeel";;;;;;;;;;;;;;;;
"Definitief";"2021";"Menaldumadeel";;;;;;;;;;;;;;;;
"Definitief";"2019";"Menameradiel";;;;;;;;;;;;;;;;
"Definitief";"2020";"Menameradiel";;;;;;;;;;;;;;;;
"Definitief";"2021";"Menameradiel";;;;;;;;;;;;;;;;
